Clientnumber,Customer,Subscription type,Bookingsdata,Revenuetype,Description,Revenue,Percentage of total monthly revenue,Company revenue total (month),Year,Month,Lag_1,Lag_6,MA_6
34.0,23,1,2020-05-31,0,233,3952.3659780000003,0.1254,31518.07,2020,5,3862.7827260000004,8483.005146,4597.249955833334
34.0,23,1,2020-06-30,0,368,4043.6596860000004,0.1254,32246.09,2020,6,3952.3659780000003,7778.4770690000005,3974.7803920000006
34.0,23,1,2020-07-31,0,369,4054.75257,0.1254,32334.55,2020,7,4043.6596860000004,4009.4643600000004,3982.3284270000004
34.0,23,1,2020-08-31,0,373,3977.210226,0.1254,31716.19,2020,8,4054.75257,3947.6220960000005,3987.2597820000005
34.0,23,1,2020-09-30,0,374,4229.4360240000005,0.1254,33727.56,2020,9,3977.210226,4032.787506,4020.0345350000007
34.0,23,1,2020-10-31,0,377,4328.360322,0.1254,34516.43,2020,10,4229.4360240000005,3862.7827260000004,4097.630801
34.0,23,1,2020-11-30,0,378,4303.423278,0.1254,34317.57,2020,11,4328.360322,3952.3659780000003,4156.140351
34.0,23,1,2020-12-31,0,412,4176.473334,0.1254,33305.21,2020,12,4303.423278,4043.6596860000004,4178.2759590000005
34.0,23,1,2021-01-31,0,413,4375.065552,0.1254,34888.88,2021,1,4176.473334,4054.75257,4231.661456000001
34.0,23,1,2021-02-28,0,234,4377.845670000001,0.1254,34911.05,2021,2,4375.065552,3977.210226,4298.43403
34.0,23,1,2021-03-31,0,235,4344.590844,0.1254,34645.86,2021,3,4377.845670000001,4229.4360240000005,4317.6265
34.0,23,1,2021-04-30,0,242,4308.751524,0.1254,34360.06,2021,4,4344.590844,4328.360322,4314.358367
34.0,23,1,2021-05-31,0,243,4437.211284,0.1254,35384.46,2021,5,4308.751524,4303.423278,4336.656368000001
34.0,23,1,2021-06-30,0,21,4494.852648000001,0.1254,35844.12,2021,6,4437.211284,4176.473334,4389.7195870000005
34.0,23,1,2021-07-31,0,22,4423.131372000001,0.1254,35272.18,2021,7,4494.852648000001,4375.065552,4397.730557
34.0,23,1,2021-08-31,0,141,4392.360720000001,0.1254,35026.8,2021,8,4423.131372000001,4377.845670000001,4400.149732000001
34.0,23,1,2021-09-30,0,142,4572.348594,0.1254,36462.11,2021,9,4392.360720000001,4344.590844,4438.109357
34.0,23,1,2021-10-31,0,373,4588.814868,0.1254,36593.42,2021,10,4572.348594,4308.751524,4484.786581
34.0,23,1,2021-11-30,0,374,4311.639486,0.1254,34383.09,2021,11,4588.814868,4437.211284,4463.857948
34.0,23,1,2021-12-31,0,23,4197.25713,0.1254,33470.95,2021,12,4311.639486,4494.852648000001,4414.258695
34.0,23,1,2022-01-31,0,24,4191.607860000001,0.1254,33425.9,2022,1,4197.25713,4423.131372000001,4375.671443
34.0,23,1,2022-02-28,0,139,4092.8390580000005,0.1254,32638.27,2022,2,4191.607860000001,4392.360720000001,4325.751166000001
34.0,23,1,2022-03-31,0,140,4062.0031980000003,0.1254,32392.37,2022,3,4092.8390580000005,4572.348594,4240.6936
34.0,23,1,2022-04-30,0,91,3912.4875240000006,0.1254,31200.06,2022,4,4062.0031980000003,4588.814868,4127.972376000001
34.0,23,1,2022-05-31,0,92,3926.0319780000004,0.1254,31308.07,2022,5,3912.4875240000006,4311.639486,4063.7044580000006
34.0,23,1,2022-06-30,0,40,11020.236018000001,0.1254,87880.67,2022,6,3926.0319780000004,4197.25713,5200.867606000001
34.0,23,1,2022-07-31,0,37,10901.494758,0.1254,86933.77,2022,7,11020.236018000001,4191.607860000001,6319.182089000001
34.0,23,1,2022-08-31,0,42,10267.039728000002,0.1254,81874.32,2022,8,10901.494758,4092.8390580000005,7348.215534000002
34.0,23,1,2022-09-30,0,232,10580.98866,0.1254,84377.9,2022,9,10267.039728000002,4062.0031980000003,8434.713111
34.0,23,1,2022-10-31,0,65,9813.203334000002,0.1254,78255.21,2022,10,10580.98866,3912.4875240000006,9418.165746
34.0,23,1,2022-11-30,0,405,10366.31013,0.1254,82665.95,2022,11,9813.203334000002,3926.0319780000004,10491.545438000001
34.0,23,1,2022-12-31,0,407,12153.366720000002,0.1254,96916.8,2022,12,10366.31013,11020.236018000001,10680.400555000002
34.0,23,1,2023-01-31,0,359,12006.988554,0.1254,95749.51,2023,1,12153.366720000002,10901.494758,10864.649521000001
34.0,23,1,2023-02-28,0,362,6897.047652,0.1254,55000.38,2023,2,12006.988554,10267.039728000002,10302.984175
34.0,23,1,2023-03-31,0,363,8226.632502000002,0.1254,65603.13,2023,3,6897.047652,10580.98866,9910.591482000002
34.0,23,1,2023-04-30,0,364,6831.018282000001,0.1254,54473.83,2023,4,8226.632502000002,9813.203334000002,9413.560640000002
34.0,23,1,2023-05-31,0,54,6611.380182000001,0.1254,52722.33,2023,5,6831.018282000001,10366.31013,8787.738982
34.0,23,1,2023-06-30,0,55,7274.2759320000005,0.1254,58008.58,2023,6,6611.380182000001,12153.366720000002,7974.557184
34.0,23,1,2023-07-31,0,338,6758.812962000001,0.1254,53898.03,2023,7,7274.2759320000005,12006.988554,7099.8612520000015
34.0,23,1,2023-08-31,0,339,6687.681066000001,0.1254,53330.79,2023,8,6758.812962000001,6897.047652,7064.966821000002
34.0,23,1,2023-09-30,0,408,6390.045420000001,0.1254,50957.3,2023,9,6687.681066000001,8226.632502000002,6758.868974
34.0,23,1,2023-10-31,0,410,7096.323300000001,0.1254,56589.5,2023,10,6390.045420000001,6831.018282000001,6803.086477000001
34.0,23,1,2023-11-30,0,332,6542.01768,0.1254,52169.2,2023,11,7096.323300000001,6611.380182000001,6791.526060000001
34.0,23,1,2023-12-31,0,333,7499.041638000001,0.1254,59800.97,2023,12,6542.01768,7274.2759320000005,6828.987011
34.0,23,1,2024-01-31,0,331,6133.754154000001,0.1254,48913.51,2024,1,7499.041638000001,6758.812962000001,6724.8105430000005
34.0,23,1,2024-02-29,0,176,6116.7900420000005,0.1254,48778.23,2024,2,6133.754154000001,6687.681066000001,6629.662039
34.0,23,1,2024-03-31,0,59,6140.503182,0.1254,48967.33,2024,3,6116.7900420000005,6390.045420000001,6588.071666000001
34.0,23,1,2024-04-30,0,58,6085.414962000001,0.1254,48528.03,2024,4,6140.503182,7096.323300000001,6419.586943000001
34.0,23,1,2024-05-31,0,58,6108.849714000001,0.1254,48714.91,2024,5,6085.414962000001,6542.01768,6347.392282000001
34.0,23,1,2024-06-30,0,58,6179.261814000001,0.1254,49276.41,2024,6,6108.849714000001,7499.041638000001,6127.428978000001
34.0,23,1,2024-07-31,0,59,5827.552434,0.1254,46471.71,2024,7,6179.261814000001,6133.754154000001,6076.395358000001
34.0,23,1,2024-08-31,0,59,5790.7939320000005,0.1254,46178.58,2024,8,5827.552434,6116.7900420000005,6022.062673
34.0,23,1,2024-09-30,0,59,5309.858598000001,0.1254,42343.37,2024,9,5790.7939320000005,6140.503182,5883.621909000001
35.0,17,1,2020-01-31,0,59,2944.75014,0.0921,31973.4,2020,1,5309.858598000001,6085.414962000001,5360.177772
35.0,17,1,2020-02-29,0,59,2899.330104,0.0921,31480.24,2020,2,2944.75014,6108.849714000001,4825.257837
35.0,17,1,2020-03-31,0,340,2961.8798189999998,0.0921,32159.39,2020,3,2899.330104,6179.261814000001,4289.027504500001
35.0,17,1,2020-04-30,0,59,2837.019849,0.0921,30803.69,2020,4,2961.8798189999998,5827.552434,3790.6054070000005
35.0,17,1,2020-05-31,0,59,2902.814247,0.0921,31518.07,2020,5,2837.019849,5790.7939320000005,3309.2754595
35.0,17,1,2020-06-30,0,94,2969.864889,0.0921,32246.09,2020,6,2902.814247,5309.858598000001,2919.2765080000004
35.0,17,1,2020-07-31,0,226,2978.012055,0.0921,32334.55,2020,7,2969.864889,2944.75014,2924.8201605
35.0,17,1,2020-08-31,0,35,2921.061099,0.0921,31716.19,2020,8,2978.012055,2899.330104,2928.441993
35.0,17,1,2020-09-30,0,31,3106.3082759999998,0.0921,33727.56,2020,9,2921.061099,2961.8798189999998,2952.5134025
35.0,17,1,2020-10-31,0,40,3178.9632030000002,0.0921,34516.43,2020,10,3106.3082759999998,2837.019849,3009.5039615
35.0,17,1,2020-11-30,0,37,3160.648197,0.0921,34317.57,2020,11,3178.9632030000002,2902.814247,3052.4762865
35.0,17,1,2020-12-31,0,232,3067.409841,0.0921,33305.21,2020,12,3160.648197,2969.864889,3068.7337785
35.0,17,1,2021-01-31,0,151,3213.265848,0.0921,34888.88,2021,1,3067.409841,2978.012055,3107.942744
35.0,17,1,2021-02-28,0,352,3215.307705,0.0921,34911.05,2021,2,3213.265848,2921.061099,3156.983845
35.0,17,1,2021-03-31,0,350,3190.883706,0.0921,34645.86,2021,3,3215.307705,3106.3082759999998,3171.0797500000003
35.0,17,1,2021-04-30,0,391,3164.561526,0.0921,34360.06,2021,4,3190.883706,3178.9632030000002,3168.6794704999998
35.0,17,1,2021-05-31,0,95,3258.908766,0.0921,35384.46,2021,5,3164.561526,3160.648197,3185.0562320000004
35.0,17,1,2021-06-30,0,246,3301.243452,0.0921,35844.12,2021,6,3258.908766,3067.409841,3224.0285005
35.0,17,1,2021-07-31,0,226,3248.567778,0.0921,35272.18,2021,7,3301.243452,3213.265848,3229.9121555
35.0,17,1,2021-08-31,0,35,3225.9682800000005,0.0921,35026.8,2021,8,3248.567778,3215.307705,3231.688918
35.0,17,1,2021-09-30,0,31,3358.160331,0.0921,36462.11,2021,9,3225.9682800000005,3190.883706,3259.5683555
35.0,17,1,2021-10-31,0,40,3370.2539819999997,0.0921,36593.42,2021,10,3358.160331,3164.561526,3293.8504315000005
35.0,17,1,2021-11-30,0,37,3166.6825889999996,0.0921,34383.09,2021,11,3370.2539819999997,3258.908766,3278.4794020000004
35.0,17,1,2021-12-31,0,232,3082.6744949999998,0.0921,33470.95,2021,12,3166.6825889999996,3301.243452,3242.0512425
35.0,17,1,2022-01-31,0,148,3078.5253900000002,0.0921,33425.9,2022,1,3082.6744949999998,3248.567778,3213.7108445
35.0,17,1,2022-02-28,0,94,3005.984667,0.0921,32638.27,2022,2,3078.5253900000002,3225.9682800000005,3177.046909
35.0,17,1,2022-03-31,0,96,2983.337277,0.0921,32392.37,2022,3,3005.984667,3358.160331,3114.5764
35.0,17,1,2022-04-30,0,226,2873.5255260000004,0.0921,31200.06,2022,4,2983.337277,3370.2539819999997,3031.7883239999996
35.0,17,1,2022-05-31,0,227,2883.473247,0.0921,31308.07,2022,5,2873.5255260000004,3166.6825889999996,2984.5867670000002
35.0,17,1,2022-06-30,0,35,8093.809707,0.0921,87880.67,2022,6,2883.473247,3082.6744949999998,3819.7759690000003
35.0,17,1,2022-07-31,0,36,8006.600217,0.0921,86933.77,2022,7,8093.809707,3078.5253900000002,4641.1217735
35.0,17,1,2022-08-31,0,31,7540.624872,0.0921,81874.32,2022,8,8006.600217,3005.984667,5396.895141
35.0,17,1,2022-09-30,0,32,7771.204589999999,0.0921,84377.9,2022,9,7540.624872,2983.337277,6194.8730265
35.0,17,1,2022-10-31,0,40,7207.304841000001,0.0921,78255.21,2022,10,7771.204589999999,2873.5255260000004,6917.169579
35.0,17,1,2022-11-30,0,37,7613.533995,0.0921,82665.95,2022,11,7207.304841000001,2883.473247,7705.513037000001
35.0,17,1,2022-12-31,0,41,8926.03728,0.0921,96916.8,2022,12,7613.533995,8093.809707,7844.2176325
35.0,17,1,2023-01-31,0,232,8818.529870999999,0.0921,95749.51,2023,1,8926.03728,8006.600217,7979.5392415
35.0,17,1,2023-02-28,0,233,5065.534998,0.0921,55000.38,2023,2,8818.529870999999,7540.624872,7567.0242625
35.0,17,1,2023-03-31,0,368,6042.048273,0.0921,65603.13,2023,3,5065.534998,7771.204589999999,7278.831543
35.0,17,1,2023-04-30,0,369,5017.039743,0.0921,54473.83,2023,4,6042.048273,7207.304841000001,6913.787359999999
35.0,17,1,2023-05-31,0,373,4855.726593,0.0921,52722.33,2023,5,5017.039743,7613.533995,6454.152793
35.0,17,1,2023-06-30,0,374,5342.590218,0.0921,58008.58,2023,6,4855.726593,8926.03728,5856.911616
35.0,17,1,2023-07-31,0,377,4964.008563,0.0921,53898.03,2023,7,5342.590218,8818.529870999999,5214.491398
35.0,17,1,2023-08-31,0,378,4911.765759,0.0921,53330.79,2023,8,4964.008563,5065.534998,5188.8631915000005
35.0,17,1,2023-09-30,0,412,4693.16733,0.0921,50957.3,2023,9,4911.765759,6042.048273,4964.049701000001
35.0,17,1,2023-10-31,0,413,5211.89295,0.0921,56589.5,2023,10,4693.16733,5017.039743,4996.5252355
35.0,17,1,2023-11-30,0,234,4804.78332,0.0921,52169.2,2023,11,5211.89295,4855.726593,4988.03469
35.0,17,1,2023-12-31,0,235,5507.669337,0.0921,59800.97,2023,12,4804.78332,5342.590218,5015.5478765
35.0,17,1,2024-01-31,0,242,4504.934271,0.0921,48913.51,2024,1,5507.669337,4964.008563,4939.0354945
35.0,17,1,2024-02-29,0,243,4492.474983,0.0921,48778.23,2024,2,4504.934271,4911.765759,4869.153698499999
35.0,17,1,2024-03-31,0,21,4509.891093,0.0921,48967.33,2024,3,4492.474983,4693.16733,4838.607659
35.0,17,1,2024-04-30,0,22,4469.431563,0.0921,48528.03,2024,4,4509.891093,5211.89295,4714.8640945
35.0,17,1,2024-05-31,0,141,4486.6432110000005,0.0921,48714.91,2024,5,4469.431563,4804.78332,4661.840743
35.0,17,1,2024-06-30,0,142,4538.357361,0.0921,49276.41,2024,6,4486.6432110000005,5507.669337,4500.288747
35.0,17,1,2024-07-31,0,373,4280.044491,0.0921,46471.71,2024,7,4538.357361,4504.934271,4462.807117
35.0,17,1,2024-08-31,0,374,4253.047218000001,0.0921,46178.58,2024,8,4280.044491,4492.474983,4422.9024895
35.0,17,1,2024-09-30,0,23,3899.8243770000004,0.0921,42343.37,2024,9,4253.047218000001,4509.891093,4321.2247035
36.0,12,1,2020-01-31,0,24,4760.839260000001,0.1489,31973.4,2020,1,3899.8243770000004,4469.431563,4369.792653
36.0,12,1,2020-02-29,0,139,4687.407736,0.1489,31480.24,2020,2,4760.839260000001,4486.6432110000005,4403.253407166667
36.0,12,1,2020-03-31,0,140,4788.533171,0.1489,32159.39,2020,3,4687.407736,4538.357361,4444.9493755
36.0,12,1,2020-04-30,0,91,4586.669441,0.1489,30803.69,2020,4,4788.533171,4280.044491,4496.053533833334
36.0,12,1,2020-05-31,0,92,4693.040623,0.1489,31518.07,2020,5,4586.669441,4253.047218000001,4569.385768
36.0,12,1,2020-06-30,0,40,4801.442801,0.1489,32246.09,2020,6,4693.040623,3899.8243770000004,4719.655505333333
36.0,12,1,2020-07-31,0,37,4814.614495,0.1489,32334.55,2020,7,4801.442801,4760.839260000001,4728.6180445
36.0,12,1,2020-08-31,0,42,4722.540691,0.1489,31716.19,2020,8,4814.614495,4687.407736,4734.473537000001
36.0,12,1,2020-09-30,0,232,5022.033684,0.1489,33727.56,2020,9,4722.540691,4788.533171,4773.390289166667
36.0,12,1,2020-10-31,0,65,5139.496427,0.1489,34516.43,2020,10,5022.033684,4586.669441,4865.528120166667
36.0,12,1,2020-11-30,0,405,5109.886173,0.1489,34317.57,2020,11,5139.496427,4693.040623,4935.0023785
36.0,12,1,2020-12-31,0,407,4959.145769,0.1489,33305.21,2020,12,5109.886173,4801.442801,4961.2862065
36.0,12,1,2021-01-31,0,359,5194.954232,0.1489,34888.88,2021,1,4959.145769,4814.614495,5024.676162666667
36.0,12,1,2021-02-28,0,362,5198.2553450000005,0.1489,34911.05,2021,2,5194.954232,4722.540691,5103.961938333333
36.0,12,1,2021-03-31,0,363,5158.768554,0.1489,34645.86,2021,3,5198.2553450000005,5022.033684,5126.751083333334
36.0,12,1,2021-04-30,0,364,5116.212934,0.1489,34360.06,2021,4,5158.768554,5139.496427,5122.870501166667
36.0,12,1,2021-05-31,0,54,5268.746094,0.1489,35384.46,2021,5,5116.212934,5109.886173,5149.347154666667
36.0,12,1,2021-06-30,0,55,5337.1894680000005,0.1489,35844.12,2021,6,5268.746094,4959.145769,5212.354437833334
36.0,12,1,2021-07-31,0,338,5252.027602,0.1489,35272.18,2021,7,5337.1894680000005,5194.954232,5221.8666661666675
36.0,12,1,2021-08-31,0,339,5215.49052,0.1489,35026.8,2021,8,5252.027602,5198.2553450000005,5224.739195333334
36.0,12,1,2021-09-30,0,408,5429.208179,0.1489,36462.11,2021,9,5215.49052,5158.768554,5269.812466166667
36.0,12,1,2021-10-31,0,410,5448.760238,0.1489,36593.42,2021,10,5429.208179,5116.212934,5325.237016833334
36.0,12,1,2021-11-30,0,332,5119.6421009999995,0.1489,34383.09,2021,11,5448.760238,5268.746094,5300.386351333334
36.0,12,1,2021-12-31,0,333,4983.824455,0.1489,33470.95,2021,12,5119.6421009999995,5337.1894680000005,5241.4921825
36.0,12,1,2022-01-31,0,331,4977.116510000001,0.1489,33425.9,2022,1,4983.824455,5252.027602,5195.673667166667
36.0,12,1,2022-02-28,0,176,4859.838403000001,0.1489,32638.27,2022,2,4977.116510000001,5215.49052,5136.3983143333335
36.0,12,1,2022-03-31,0,59,4823.223893,0.1489,32392.37,2022,3,4859.838403000001,5429.208179,5035.400933333333
36.0,12,1,2022-04-30,0,58,4645.688934000001,0.1489,31200.06,2022,4,4823.223893,5448.760238,4901.555716
36.0,12,1,2022-05-31,0,58,4661.771623000001,0.1489,31308.07,2022,5,4645.688934000001,5119.6421009999995,4825.243969666667
36.0,12,1,2022-06-30,0,58,13085.431763,0.1489,87880.67,2022,6,4661.771623000001,4983.824455,6175.511854333334
36.0,12,1,2022-07-31,0,59,12944.438353000001,0.1489,86933.77,2022,7,13085.431763,4977.116510000001,7503.398828166668
36.0,12,1,2022-08-31,0,59,12191.086248000001,0.1489,81874.32,2022,8,12944.438353000001,4859.838403000001,8725.273469000002
36.0,12,1,2022-09-30,0,59,12563.86931,0.1489,84377.9,2022,9,12191.086248000001,4823.223893,10015.381038500002
36.0,12,1,2022-10-31,0,59,11652.200769000001,0.1489,78255.21,2022,10,12563.86931,4645.688934000001,11183.133011
36.0,12,1,2022-11-30,0,59,12308.959955,0.1489,82665.95,2022,11,11652.200769000001,4661.771623000001,12457.664399666668
36.0,12,1,2022-12-31,0,340,14430.911520000001,0.1489,96916.8,2022,12,12308.959955,13085.431763,12681.911025833333
36.0,12,1,2023-01-31,0,59,14257.102039,0.1489,95749.51,2023,1,14430.911520000001,12944.438353000001,12900.688306833334
36.0,12,1,2023-02-28,0,59,8189.556582,0.1489,55000.38,2023,2,14257.102039,12191.086248000001,12233.766695833334
36.0,12,1,2023-03-31,0,94,9768.306057000002,0.1489,65603.13,2023,3,8189.556582,12563.86931,11767.839487
36.0,12,1,2023-04-30,0,226,8111.153287,0.1489,54473.83,2023,4,9768.306057000002,11652.200769000001,11177.664906666667
36.0,12,1,2023-05-31,0,35,7850.354937,0.1489,52722.33,2023,5,8111.153287,12308.959955,10434.564070333334
36.0,12,1,2023-06-30,0,31,8637.477562,0.1489,58008.58,2023,6,7850.354937,14430.911520000001,9468.991743999999
36.0,12,1,2023-07-31,0,40,8025.416667,0.1489,53898.03,2023,7,8637.477562,14257.102039,8430.377515333334
36.0,12,1,2023-08-31,0,37,7940.9546310000005,0.1489,53330.79,2023,8,8025.416667,8189.556582,8388.943856833333
36.0,12,1,2023-09-30,0,232,7587.54197,0.1489,50957.3,2023,9,7940.9546310000005,9768.306057000002,8025.483175666667
36.0,12,1,2023-10-31,0,151,8426.17655,0.1489,56589.5,2023,10,7587.54197,8111.153287,8077.987052833334
36.0,12,1,2023-11-30,0,352,7767.99388,0.1489,52169.2,2023,11,8426.17655,7850.354937,8064.26021
36.0,12,1,2023-12-31,0,350,8904.364433,0.1489,59800.97,2023,12,7767.99388,8637.477562,8108.741355166668
36.0,12,1,2024-01-31,0,391,7283.221639,0.1489,48913.51,2024,1,8904.364433,8025.416667,7985.042183833334
36.0,12,1,2024-02-29,0,95,7263.078447000001,0.1489,48778.23,2024,2,7283.221639,7940.9546310000005,7872.062819833333
36.0,12,1,2024-03-31,0,246,7291.235437,0.1489,48967.33,2024,3,7263.078447000001,7587.54197,7822.678397666667
36.0,12,1,2024-04-30,0,226,7225.823667,0.1489,48528.03,2024,4,7291.235437,8426.17655,7622.619583833334
36.0,12,1,2024-05-31,0,35,7253.650099,0.1489,48714.91,2024,5,7225.823667,7767.99388,7536.895620333334
36.0,12,1,2024-06-30,0,31,7337.257449000001,0.1489,49276.41,2024,6,7253.650099,8904.364433,7275.711123000001
36.0,12,1,2024-07-31,0,40,6919.637619,0.1489,46471.71,2024,7,7337.257449000001,7283.221639,7215.113786333332
36.0,12,1,2024-08-31,0,37,6875.990562000001,0.1489,46178.58,2024,8,6919.637619,7263.078447000001,7150.599138833334
36.0,12,1,2024-09-30,0,232,6304.927793000001,0.1489,42343.37,2024,9,6875.990562000001,7291.235437,6986.214531500001
37.0,14,1,2020-01-31,0,148,2695.35762,0.0843,31973.4,2020,1,6304.927793000001,7225.823667,6231.136857
37.0,14,1,2020-02-29,0,94,2653.784232,0.0843,31480.24,2020,2,2695.35762,7253.650099,5464.492545833334
37.0,14,1,2020-03-31,0,96,2711.036577,0.0843,32159.39,2020,3,2653.784232,7337.257449000001,4693.455733833333
37.0,14,1,2020-04-30,0,226,2596.7510669999997,0.0843,30803.69,2020,4,2711.036577,6919.637619,3972.974641833333
37.0,14,1,2020-05-31,0,227,2656.973301,0.0843,31518.07,2020,5,2596.7510669999997,6875.990562000001,3269.8050983333337
37.0,14,1,2020-06-30,0,35,2718.345387,0.0843,32246.09,2020,6,2656.973301,6304.927793000001,2672.0413639999997
37.0,14,1,2020-07-31,0,36,2725.802565,0.0843,32334.55,2020,7,2718.345387,2695.35762,2677.1155215
37.0,14,1,2020-08-31,0,31,2673.674817,0.0843,31716.19,2020,8,2725.802565,2653.784232,2680.430619
37.0,14,1,2020-09-30,0,32,2843.233308,0.0843,33727.56,2020,9,2673.674817,2711.036577,2702.4634075
37.0,14,1,2020-10-31,0,40,2909.735049,0.0843,34516.43,2020,10,2843.233308,2596.7510669999997,2754.6274044999996
37.0,14,1,2020-11-30,0,37,2892.971151,0.0843,34317.57,2020,11,2909.735049,2656.973301,2793.9603795000003
37.0,14,1,2020-12-31,0,41,2807.629203,0.0843,33305.21,2020,12,2892.971151,2718.345387,2808.8410155
37.0,14,1,2021-01-31,0,232,2941.132584,0.0843,34888.88,2021,1,2807.629203,2725.802565,2844.7293520000003
37.0,14,1,2021-02-28,0,233,2943.0015150000004,0.0843,34911.05,2021,2,2941.132584,2673.674817,2889.617135
37.0,14,1,2021-03-31,0,368,2920.645998,0.0843,34645.86,2021,3,2943.0015150000004,2843.233308,2902.51925
37.0,14,1,2021-04-30,0,369,2896.553058,0.0843,34360.06,2021,4,2920.645998,2909.735049,2900.3222514999998
37.0,14,1,2021-05-31,0,373,2982.909978,0.0843,35384.46,2021,5,2896.553058,2892.971151,2915.312056
37.0,14,1,2021-06-30,0,374,3021.659316,0.0843,35844.12,2021,6,2982.909978,2807.629203,2950.9837415
37.0,14,1,2021-07-31,0,377,2973.444774,0.0843,35272.18,2021,7,3021.659316,2941.132584,2956.3691065000003
37.0,14,1,2021-08-31,0,378,2952.7592400000003,0.0843,35026.8,2021,8,2973.444774,2943.0015150000004,2957.995394
37.0,14,1,2021-09-30,0,412,3073.755873,0.0843,36462.11,2021,9,2952.7592400000003,2920.645998,2983.5137065000004
37.0,14,1,2021-10-31,0,413,3084.8253059999997,0.0843,36593.42,2021,10,3073.755873,2896.553058,3014.8924145
37.0,14,1,2021-11-30,0,234,2898.4944869999995,0.0843,34383.09,2021,11,3084.8253059999997,2982.909978,3000.823166
37.0,14,1,2021-12-31,0,235,2821.601085,0.0843,33470.95,2021,12,2898.4944869999995,3021.659316,2967.4801274999995
37.0,14,1,2022-01-31,0,242,2817.80337,0.0843,33425.9,2022,1,2821.601085,2973.444774,2941.5398935
37.0,14,1,2022-02-28,0,243,2751.406161,0.0843,32638.27,2022,2,2817.80337,2952.7592400000003,2907.9810469999998
37.0,14,1,2022-03-31,0,21,2730.676791,0.0843,32392.37,2022,3,2751.406161,3073.755873,2850.8012
37.0,14,1,2022-04-30,0,22,2630.165058,0.0843,31200.06,2022,4,2730.676791,3084.8253059999997,2775.024492
37.0,14,1,2022-05-31,0,141,2639.270301,0.0843,31308.07,2022,5,2630.165058,2898.4944869999995,2731.820461
37.0,14,1,2022-06-30,0,142,7408.340481,0.0843,87880.67,2022,6,2639.270301,2821.601085,3496.277027
37.0,14,1,2022-07-31,0,373,7328.516811,0.0843,86933.77,2022,7,7408.340481,2817.80337,4248.0626005
37.0,14,1,2022-08-31,0,374,6902.005176000001,0.0843,81874.32,2022,8,7328.516811,2751.406161,4939.829103
37.0,14,1,2022-09-30,0,23,7113.05697,0.0843,84377.9,2022,9,6902.005176000001,2730.676791,5670.2257995
37.0,14,1,2022-10-31,0,24,6596.914203,0.0843,78255.21,2022,10,7113.05697,2630.165058,6331.350657
37.0,14,1,2022-11-30,0,139,6968.739584999999,0.0843,82665.95,2022,11,6596.914203,2639.270301,7052.928871
37.0,14,1,2022-12-31,0,140,8170.0862400000005,0.0843,96916.8,2022,12,6968.739584999999,7408.340481,7179.886497500001
37.0,14,1,2023-01-31,0,91,8071.683693,0.0843,95749.51,2023,1,8170.0862400000005,7328.516811,7303.7476445
37.0,14,1,2023-02-28,0,92,4636.532034,0.0843,55000.38,2023,2,8071.683693,6902.005176000001,6926.168787499999
37.0,14,1,2023-03-31,0,40,5530.3438590000005,0.0843,65603.13,2023,3,4636.532034,7113.05697,6662.383269000001
37.0,14,1,2023-04-30,0,37,4592.143869,0.0843,54473.83,2023,4,5530.3438590000005,6596.914203,6328.25488
37.0,14,1,2023-05-31,0,42,4444.492419,0.0843,52722.33,2023,5,4592.143869,6968.739584999999,5907.547019000001
37.0,14,1,2023-06-30,0,232,4890.123294,0.0843,58008.58,2023,6,4444.492419,8170.0862400000005,5360.886528
37.0,14,1,2023-07-31,0,65,4543.603929,0.0843,53898.03,2023,7,4890.123294,8071.683693,4772.873234
37.0,14,1,2023-08-31,0,405,4495.785597,0.0843,53330.79,2023,8,4543.603929,4636.532034,4749.4154945
37.0,14,1,2023-09-30,0,407,4295.70039,0.0843,50957.3,2023,9,4495.785597,5530.3438590000005,4543.641583
37.0,14,1,2023-10-31,0,359,4770.49485,0.0843,56589.5,2023,10,4295.70039,4592.143869,4573.3667465
37.0,14,1,2023-11-30,0,362,4397.86356,0.0843,52169.2,2023,11,4770.49485,4444.492419,4565.59527
37.0,14,1,2023-12-31,0,363,5041.221771,0.0843,59800.97,2023,12,4397.86356,4890.123294,4590.778349499999
37.0,14,1,2024-01-31,0,364,4123.408893,0.0843,48913.51,2024,1,5041.221771,4543.603929,4520.7458435
37.0,14,1,2024-02-29,0,54,4112.0047890000005,0.0843,48778.23,2024,2,4123.408893,4495.785597,4456.7823755
37.0,14,1,2024-03-31,0,55,4127.945919,0.0843,48967.33,2024,3,4112.0047890000005,4295.70039,4428.823297
37.0,14,1,2024-04-30,0,338,4090.912929,0.0843,48528.03,2024,4,4127.945919,4770.49485,4315.5596435
37.0,14,1,2024-05-31,0,339,4106.666913,0.0843,48714.91,2024,5,4090.912929,4397.86356,4267.026869
37.0,14,1,2024-06-30,0,408,4154.001363,0.0843,49276.41,2024,6,4106.666913,5041.221771,4119.156801
37.0,14,1,2024-07-31,0,410,3917.565153,0.0843,46471.71,2024,7,4154.001363,4123.408893,4084.8495110000003
37.0,14,1,2024-08-31,0,332,3892.854294,0.0843,46178.58,2024,8,3917.565153,4112.0047890000005,4048.3244285
38.0,14,1,2024-09-30,0,333,3569.546091,0.0843,42343.37,2024,9,3892.854294,4127.945919,3955.2577905
